Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.33763502406610E+00000, 0.47376698719335E-00003, 0.46604253638765E-00003, 0.12484610102448E+00000, 0.12484338212097E+00000, 0.37902336791067E+00000, 0.47376670293505E-00003, 0.47376698719335E-00003, 0.47376679758946E-00003, -.77242612018098E-00005, 0.19432217478987E+00001, 0.10000009457378E+00001, 0.28849737263331E+00000, -.10671742802495E+00002, 0.47376641867676E-00003, 0.37920776802587E-00009
0.36829536232608E+00000, 0.47478573518804E-00003, 0.46563096601891E-00003, 0.12483220476091E+00000, 0.12482909388477E+00000, 0.37983934399586E+00000, 0.47478564621422E-00003, 0.47478573518804E-00003, 0.47478567575761E-00003, -.91547097387018E-00005, 0.19328290223745E+00001, 0.10000010307557E+00001, 0.28848131627647E+00000, -.10671743007237E+00002, 0.47478555724040E-00003, 0.11886085963141E-00009
0.39895080432431E+00000, 0.47590070868354E-00003, 0.46291719216199E-00003, 0.12481820503919E+00000, 0.12481485502111E+00000, 0.38073209809447E+00000, 0.47590064999403E-00003, 0.47590070868354E-00003, 0.47590066943536E-00003, -.12983477273377E-00004, 0.19216008467289E+00001, 0.10000011157428E+00001, 0.28846513947581E+00000, -.10671743212415E+00002, 0.47590059130451E-00003, 0.78496355882643E-00010
0.42960096360522E+00000, 0.47711418385155E-00003, 0.45900006804681E-00003, 0.12480438744060E+00000, 0.12480072918077E+00000, 0.38170414973049E+00000, 0.47711380654500E-00003, 0.47711418385155E-00003, 0.47711393219569E-00003, -.18113864148881E-00004, 0.19095955524259E+00001, 0.10000012036156E+00001, 0.28844917223040E+00000, -.10671743418067E+00002, 0.47711342923845E-00003, 0.50331172078521E-00009
0.46024562763466E+00000, 0.47842724583241E-00003, 0.45872928016777E-00003, 0.12479088727199E+00000, 0.12478668162596E+00000, 0.38275654219646E+00000, 0.47842628341271E-00003, 0.47842724583241E-00003, 0.47842660412688E-00003, -.19697323959112E-00004, 0.18968774158901E+00001, 0.10000012955444E+00001, 0.28843357094484E+00000, -.10671743624231E+00002, 0.47842532099301E-00003, 0.12834110631029E-00008
0.49088513367047E+00000, 0.47983862432821E-00003, 0.46292141177330E-00003, 0.12477753649253E+00000, 0.12477256685031E+00000, 0.38388862484622E+00000, 0.47983762870257E-00003, 0.47983862432821E-00003, 0.47983796055736E-00003, -.16916548784058E-00004, 0.18834661892279E+00001, 0.10000013894640E+00001, 0.28841814146887E+00000, -.10671743830948E+00002, 0.47983663307693E-00003, 0.13275416982521E-00008
0.52152023443446E+00000, 0.48134845504838E-00003, 0.46601756234701E-00003, 0.12476410753313E+00000, 0.12475832762848E+00000, 0.38509964195814E+00000, 0.48134803033289E-00003, 0.48134845504838E-00003, 0.48134817202510E-00003, -.15330609678093E-00004, 0.18693511459441E+00001, 0.10000014819242E+00001, 0.28840262080771E+00000, -.10671744038267E+00002, 0.48134760561739E-00003, 0.56604655991215E-00009
0.55215146263737E+00000, 0.48295923896709E-00003, 0.46546729197434E-00003, 0.12475052123183E+00000, 0.12474405353687E+00000, 0.38639023498213E+00000, 0.48295915812245E-00003, 0.48295923896709E-00003, 0.48295918540576E-00003, -.17491893431411E-00004, 0.18545374849588E+00001, 0.10000015715101E+00001, 0.28838691744695E+00000, -.10671744246239E+00002, 0.48295907727781E-00003, 0.10712267198046E-00009
0.58277863289446E+00000, 0.48467260886541E-00003, 0.46295251389314E-00003, 0.12473682004165E+00000, 0.12472983243978E+00000, 0.38776238092834E+00000, 0.48467253829557E-00003, 0.48467260886541E-00003, 0.48467256244308E-00003, -.21720048549946E-00004, 0.18390591961996E+00001, 0.10000016603929E+00001, 0.28837108042896E+00000, -.10671744454911E+00002, 0.48467246772573E-00003, 0.92844649887091E-00010
0.61340107728110E+00000, 0.48649000905577E-00003, 0.46018247803488E-00003, 0.12472314393893E+00000, 0.12471570205497E+00000, 0.38921817414375E+00000, 0.48648966654589E-00003, 0.48649000905577E-00003, 0.48648978171669E-00003, -.26307303681802E-00004, 0.18229624114689E+00001, 0.10000017524190E+00001, 0.28835527154181E+00000, -.10671744664324E+00002, 0.48648932403600E-00003, 0.45467816363471E-00009
0.64401840442222E+00000, 0.48841295359972E-00003, 0.46214006737928E-00003, 0.12470960113663E+00000, 0.12470160096984E+00000, 0.39075879245279E+00000, 0.48841199285600E-00003, 0.48841295359972E-00003, 0.48841231458208E-00003, -.26272247202793E-00004, 0.18062953198140E+00001, 0.10000018490845E+00001, 0.28833961588913E+00000, -.10671744874513E+00002, 0.48841103211227E-00003, 0.12780352928766E-00008
0.67463070441475E+00000, 0.49044084698365E-00003, 0.47030076299427E-00003, 0.12469609935038E+00000, 0.12468733684113E+00000, 0.39238437589712E+00000, 0.49043981345422E-00003, 0.49044084698365E-00003, 0.49044016001541E-00003, -.20139397021148E-00004, 0.17890997976157E+00001, 0.10000019476014E+00001, 0.28832400680529E+00000, -.10671745085522E+00002, 0.49043877992479E-00003, 0.13739364778181E-00008
0.70523859084102E+00000, 0.49257461751855E-00003, 0.47769432989601E-00003, 0.12468249170277E+00000, 0.12467281772541E+00000, 0.39409478382937E+00000, 0.49257414279721E-00003, 0.49257461751855E-00003, 0.49257430373943E-00003, -.14879973843424E-00004, 0.17713928472546E+00001, 0.10000020437291E+00001, 0.28830827448267E+00000, -.10671745297402E+00002, 0.49257366807588E-00003, 0.62755822950669E-00009
